transcript_id,gene_id,gene_name,length,lambda.z,r.squared,adj.r.squared,lambda.z.time.first,lambda.z.n.points,clast.pred,half.life,span.ratio,tmax,tlast
ENST00000319715,ENSG00000122257,RBBP6,6229,0.087857016,0.994383613,0.988767226,6,3,0.178833783,7.889491488,2.281515865,0,24
ENST00000587942,ENSG00000197563,PIGN,2177,0.160886754,0.992546817,0.985093634,6,3,0.031172095,4.308292408,4.177989397,6,24
ENST00000367762,ENSG00000120370,GORAB,1699,0.051806966,0.983610031,0.967220063,0,3,0.02909797,13.3794204,0.896899839,0,12
ENST00000429152,ENSG00000006695,COX10,875,0.032400841,0.992948075,0.98589615,6,3,0.645142187,21.39287628,0.841401585,6,24
ENST00000474433,ENSG00000146776,ATXN7L1,2732,0.051721937,0.876186756,0.752373512,6,3,0.024370675,13.40141567,1.343141683,6,24
ENST00000311694,ENSG00000173064,HECTD4,2734,0.014040027,0.994729298,0.989458595,6,3,0.363464187,49.36936197,0.364598595,6,24
ENST00000285419,ENSG00000155099,TMEM55A,2970,0.022005906,0.974484523,0.948969046,0,3,0.958751092,31.49823457,0.761947465,0,24
ENST00000296328,ENSG00000163960,UBXN7,10568,0.032937145,0.87270621,0.74541242,6,3,2.381167802,21.04454372,0.855328594,6,24
ENST00000284320,ENSG00000154174,TOMM70A,4409,0.049704326,0.989264474,0.978528947,6,3,9.870557394,13.94540949,1.290747326,6,24
ENST00000299980,ENSG00000166747,AP1G1,6969,0.020417541,0.972618433,0.945236866,6,3,13.01203957,33.9486129,0.530213121,6,24
ENST00000298355,ENSG00000100505,TRIM9,5284,0.045292321,0.937272277,0.874544555,6,3,1.26857246,15.30385639,1.176174131,6,24
ENST00000311630,ENSG00000174013,FBXO45,5899,0.115003169,0.914320195,0.871480293,0,4,0.481940795,6.027200673,3.981948056,0,24
ENST00000303052,ENSG00000169118,CSNK1G1,8179,0.059653529,0.973233957,0.946467914,6,3,2.136054628,11.61955021,1.54911332,6,24
ENST00000220592,ENSG00000123908,AGO2,14581,0.028507148,0.998179698,0.996359395,6,3,8.411189491,24.31485576,0.740288167,6,24
ENST00000524328,ENSG00000123908,AGO2,316,0.025133021,0.998718077,0.998077116,0,4,1.797336828,27.5791429,0.870222838,0,24
ENST00000400555,ENSG00000154845,PPP4R1,3885,0.118747675,0.997237546,0.994475093,6,3,0.340914712,5.837143177,3.083700271,6,24
ENST00000595329,ENSG00000269190,FBXO17,1299,0.038974966,0.999625526,0.999251053,0,3,0.273335479,17.78442042,0.674747881,0,12
ENST00000597696,ENSG00000269190,FBXO17,932,0.08555107,0.980610823,0.970916235,0,4,0.658708781,8.102145032,2.962178522,0,24
ENST00000581208,ENSG00000136451,VEZF1,2321,0.045908452,0.92142686,0.842853719,6,3,2.732705112,15.09846545,1.192174136,6,24
ENST00000389793,ENSG00000143669,LYST,13480,0.014821635,0.991051574,0.982103148,6,3,0.83900859,46.76590425,0.384895797,0,24
ENST00000493486,ENSG00000196233,LCOR,245,0.043276192,0.855738933,0.783608399,0,4,1.283088846,16.01682475,1.498424337,0,24
ENST00000540664,ENSG00000196233,LCOR,7777,0.085934186,0.908978323,0.817956645,6,3,1.358671214,8.066023704,2.231582829,0,24
ENST00000219400,ENSG00000103121,CMC2,10301,0.024850779,0.968317905,0.93663581,6,3,0.782957178,27.89237274,0.645337712,6,24
ENST00000460934,ENSG00000158715,SLC45A3,2448,0.056029278,0.816048995,0.724073493,0,4,0.230961953,12.37116038,1.939995866,0,24
ENST00000582730,ENSG00000136450,SRSF1,3117,0.035418133,0.951253018,0.902506037,6,3,44.27632791,19.57040417,0.919756171,6,24
ENST00000306357,ENSG00000170310,STX8,1246,0.047517048,0.980023118,0.960046237,6,3,5.092017961,14.58733679,1.233946968,6,24
ENST00000366935,ENSG00000092978,GPATCH2,5851,0.135299858,0.864585926,0.729171853,6,3,0.050564814,5.123044418,3.513535806,6,24
ENST00000366934,ENSG00000092978,GPATCH2,3218,0.053827073,0.998467467,0.996934934,6,3,1.010827484,12.87729661,1.397808915,0,24
ENST00000486832,ENSG00000114098,ARMC8,3095,0.022381725,0.968708738,0.937417476,6,3,0.703612176,30.96933642,0.581220074,6,24
ENST00000464177,ENSG00000157600,TMEM164,761,0.026230721,0.832482468,0.748723702,0,4,0.812913893,26.42501444,0.908230346,0,24
ENST00000295491,ENSG00000163319,MRPS18C,1643,0.020013681,0.878475187,0.81771278,0,4,1.731663625,34.63366832,0.692967311,0,24
ENST00000550205,ENSG00000089159,PXN,547,0.040185299,0.973462446,0.946924891,6,3,2.931508592,17.24877517,1.043552358,6,24
ENST00000487380,ENSG00000115657,ABCB6,768,0.084301421,0.999212871,0.998425742,6,3,0.093496913,8.22224793,2.189182345,0,24
ENST00000367282,ENSG00000170075,GPR37L1,6588,0.14486427,0.999999794,0.999999587,6,3,0.010808023,4.78480429,3.761909351,0,24
ENST00000547754,ENSG00000139354,GAS2L3,2340,0.099439022,0.997119808,0.994239616,6,3,0.310091096,6.970575199,2.582283311,6,24
ENST00000300245,ENSG00000166971,AKTIP,2133,0.079826661,0.936317835,0.87263567,6,3,0.124288423,8.683153821,2.072979515,6,24
ENST00000311765,ENSG00000172840,PDP2,7146,0.121019212,0.99513728,0.99270592,0,4,0.358309055,5.727579712,4.190251591,0,24
ENST00000369248,ENSG00000151553,FAM160B1,5810,0.054302505,0.991534935,0.983069869,6,3,2.409832582,12.76455262,1.41015518,6,24
ENST00000517904,ENSG00000044115,CTNNA1,661,0.102975748,0.999502406,0.999004812,6,3,0.108606061,6.731169155,2.674126825,6,24
ENST00000478431,ENSG00000204227,RING1,1532,0.032410699,0.993012181,0.986024362,6,3,0.092104274,21.38636954,0.841657579,0,24
ENST00000493464,ENSG00000154642,C21orf91,744,0.032420828,0.992971698,0.985943396,6,3,0.094824906,21.37968803,0.841920611,6,24
ENST00000319653,ENSG00000155816,FMN2,6434,0.043152673,0.955238492,0.910476985,6,3,0.663252418,16.0626708,1.120610652,6,24
ENST00000421392,ENSG00000204843,DCTN1,542,0.051721938,0.87618676,0.752373521,6,3,0.122842592,13.40141554,1.343141696,6,24
ENST00000520316,ENSG00000104299,INTS9,692,0.070244674,0.992215129,0.984430258,6,3,0.100723779,9.867611952,1.82414956,6,24
ENST00000551661,ENSG00000111596,CNOT2,571,0.100319278,0.987016586,0.974033172,6,3,0.119854124,6.909411594,2.60514224,6,24
ENST00000229195,ENSG00000111596,CNOT2,3282,0.037462747,0.950575351,0.901150702,6,3,1.074640408,18.50230533,0.972851744,6,24
ENST00000492613,ENSG00000067208,EVI5,495,0.089126952,0.913417859,0.826835718,6,3,0.158225299,7.777077103,2.31449422,6,24
ENST00000540033,ENSG00000067208,EVI5,7436,0.047049949,0.997777834,0.995555667,6,3,1.539981797,14.73215572,1.221817115,6,24
ENST00000496542,ENSG00000115414,FN1,695,0.048969674,0.970225211,0.940450422,6,3,0.397970295,14.15462096,1.271669517,6,24
ENST00000357799,ENSG00000163535,SGOL2,4214,0.071282896,0.998964826,0.997929652,6,3,0.804963088,9.723891969,1.851110652,6,24
ENST00000378467,ENSG00000065809,FAM107B,2374,0.02837667,0.985375002,0.970750004,6,3,30.06336187,24.42665647,0.736899871,6,24
ENST00000489100,ENSG00000065809,FAM107B,559,0.040475462,0.900938591,0.801877182,6,3,1.216358172,17.12512087,1.051087472,6,24
ENST00000378799,ENSG00000182149,IST1,4843,0.046628003,0.930695821,0.861391643,6,3,0.753188717,14.86547005,1.210859794,6,24
ENST00000563674,ENSG00000178188,SH2B1,719,0.070408607,0.942528192,0.885056385,0,3,0.132513946,9.844637044,1.218937778,0,12
ENST00000534526,ENSG00000139132,FGD4,2977,0.207807838,0.994690489,0.989380977,0,3,0.096737734,3.335519912,3.597640044,0,12
ENST00000349841,ENSG00000085274,MYNN,4999,0.045636395,0.988708941,0.983063412,0,4,0.662051464,15.18847344,1.580145635,0,24
ENST00000566352,ENSG00000159579,RSPRY1,1241,0.021264349,0.955969015,0.91193803,6,3,0.960479321,32.59668049,0.552203468,6,24
ENST00000397390,ENSG00000232176,RP11-146N23.1,712,0.017355391,0.985233554,0.970467108,6,3,1.410958363,39.93843626,0.45069366,6,24
ENST00000259021,ENSG00000136504,KAT7,9644,0.048277052,0.973672858,0.947345715,6,3,1.169194617,14.35769472,1.253683154,6,24
ENST00000430968,ENSG00000144228,SPOPL,558,0.037275103,0.994845538,0.989691076,6,3,0.9019731,18.59544644,0.967978911,6,24
ENST00000379562,ENSG00000151657,KIN,6348,0.040140548,0.992818825,0.98563765,6,3,0.51010878,17.26800505,1.042390244,6,24
ENST00000370310,ENSG00000154511,FAM69A,2574,0.021843024,0.999434531,0.998869063,6,3,7.069603271,31.73311453,0.567230802,6,24
ENST00000272342,ENSG00000143971,ETAA1,3418,0.085872503,0.945387871,0.890775742,6,3,0.543271472,8.071817635,2.229981005,6,24
ENST00000429587,ENSG00000130921,C12orf65,1326,0.099642177,0.919594922,0.839189844,6,3,0.11896293,6.956363302,2.587558933,6,24
ENST00000485409,ENSG00000075711,DLG1,656,0.024665961,0.974722746,0.949445491,6,3,1.100872176,28.10136571,0.640538264,6,24
ENST00000512845,ENSG00000138738,PRDM5,1249,0.07110637,0.860921992,0.791382988,0,4,0.39337441,9.748032122,2.462035383,0,24
ENST00000507611,ENSG00000138738,PRDM5,535,0.054378409,0.989359287,0.978718573,6,3,0.2610904,12.74673529,1.412126289,6,24
ENST00000466189,ENSG00000173889,PHC3,580,0.070244673,0.992215129,0.984430258,6,3,0.120173889,9.867612006,1.82414955,6,24
ENST00000488352,ENSG00000135164,DMTF1,2509,0.056891193,0.983019296,0.966038591,6,3,0.320501473,12.18373433,1.477379555,6,24
ENST00000496695,ENSG00000101935,AMMECR1,546,0.064657388,0.957655851,0.915311701,0,3,0.29140701,10.72030898,1.119370722,0,12
ENST00000476635,ENSG00000163558,PRKCI,3650,0.076481824,0.909570333,0.819140667,6,3,0.753969284,9.062900752,1.986119069,6,24
ENST00000582359,ENSG00000109065,NAT9,694,0.143368565,0.852856529,0.705713058,0,3,0.059315365,4.834722181,2.48204541,0,12
ENST00000550920,ENSG00000196531,NACA,752,0.081834709,0.936597517,0.873195035,6,3,10.401465,8.470087884,2.12512553,6,24
ENST00000356769,ENSG00000196531,NACA,2690,0.034650869,0.999735228,0.999470456,6,3,4.730796578,20.00374572,0.899831474,6,24
ENST00000546862,ENSG00000196531,NACA,492,0.029346754,0.992928943,0.985857885,6,3,19.80926795,23.61921146,0.762091488,6,24
ENST00000462419,ENSG00000114107,CEP70,1021,0.033576814,0.88257018,0.765140361,6,3,0.60181514,20.64362551,0.871939863,6,24
ENST00000315183,ENSG00000090905,TNRC6A,8303,0.040031124,0.947809296,0.895618593,6,3,5.298276758,17.31520659,1.039548671,6,24
ENST00000458537,ENSG00000136603,SKIL,7182,0.056769531,0.994786981,0.992180472,0,4,2.791608141,12.20984508,1.965626905,0,24
ENST00000264245,ENSG00000031081,ARHGAP31,9317,0.040462675,0.999992452,0.999984904,6,3,3.908345856,17.13053272,1.050755414,0,24
ENST00000478934,ENSG00000223501,VPS52,2602,0.174577024,0.978303581,0.956607162,6,3,0.14977539,3.970437592,4.533505334,6,24
ENST00000468545,ENSG00000176142,TMEM39A,575,0.032420828,0.992971699,0.985943398,6,3,0.122695182,21.37968805,0.84192061,6,24
ENST00000413639,ENSG00000224728,AC090945.1,1525,0.07366946,0.975913421,0.951826843,6,3,0.048611705,9.408881017,1.913086154,0,24
ENST00000526639,ENSG00000184209,SNRNP35,1975,0.04663496,0.98969873,0.97939746,0,3,0.49667552,14.86325237,1.614720614,0,24
ENST00000263464,ENSG00000023445,BIRC3,5197,0.054464274,0.987123055,0.97424611,6,3,2.38775223,12.7266396,1.414356072,6,24
ENST00000308511,ENSG00000158941,CCAR2,4853,0.015420622,0.979197127,0.958394254,6,3,4.98519608,44.94936667,0.400450581,0,24
ENST00000597766,ENSG00000130669,PAK4,380,0.027893949,0.919127095,0.878690643,0,4,0.529360836,24.84937469,0.965819072,0,24
ENST00000564259,ENSG00000102910,LONP2,819,0.061716988,0.963602138,0.927204277,6,3,0.166839727,11.23105977,1.602698265,6,24
ENST00000288532,ENSG00000110871,COQ5,1535,0.034502028,0.999998547,0.999997094,6,3,10.43981079,20.09004142,0.895966296,6,24
ENST00000491027,ENSG00000105835,NAMPT,1009,0.034232887,0.962016182,0.924032365,6,3,0.216856572,20.24799071,0.888977097,6,24
ENST00000489732,ENSG00000105835,NAMPT,1976,0.109420424,0.970347745,0.955521618,0,4,0.036018217,6.334714802,3.788647279,0,24
ENST00000428708,ENSG00000175866,BAIAP2,2095,0.070553148,0.920151052,0.840302105,6,3,0.41130754,9.824468512,1.83216018,6,24
ENST00000514198,ENSG00000164292,RHOBTB3,496,0.032420827,0.992971699,0.985943397,6,3,0.142237359,21.37968821,0.841920604,6,24
ENST00000452732,ENSG00000115641,FHL2,886,0.135360227,0.852372567,0.77855885,0,4,0.532248886,5.120759579,4.686804688,0,24
ENST00000424789,ENSG00000170921,TANC2,11721,0.064653584,0.982134342,0.973201513,0,4,3.87919642,10.72093974,2.238609728,0,24
ENST00000580466,ENSG00000170921,TANC2,331,0.071366794,0.892228448,0.838342672,0,4,5.482068225,9.712460621,2.47105249,0,24
ENST00000581424,ENSG00000170921,TANC2,6999,0.072001379,0.971627327,0.95744099,0,4,0.028916888,9.626859793,2.493024778,0,24
ENST00000583356,ENSG00000170921,TANC2,7841,0.023596593,0.92756771,0.855135421,6,3,2.202122732,29.37488446,0.612768368,0,24
ENST00000583545,ENSG00000170921,TANC2,3018,0.051902157,0.967107993,0.934215986,6,3,1.758132736,13.35488199,1.347821719,0,24
ENST00000344876,ENSG00000189184,PCDH18,5906,0.132648571,0.999956434,0.999912869,6,3,0.012095467,5.225440236,3.444685842,6,24
ENST00000307720,ENSG00000171497,PPID,1823,0.024666764,0.903000101,0.806000202,6,3,8.559268339,28.10045068,0.640559122,6,24
ENST00000468451,ENSG00000079974,RABL2B,561,0.051806967,0.983610037,0.967220075,0,3,0.088123799,13.37942012,0.896899858,0,12
ENST00000564138,ENSG00000197943,PLCG2,8707,0.037705796,0.888214433,0.83232165,0,4,0.277171484,18.38304088,1.305551141,0,24
ENST00000502528,ENSG00000164253,WDR41,3268,0.036216334,0.973042272,0.946084544,6,3,0.128072002,19.13907652,0.940484249,6,24
ENST00000515321,ENSG00000164253,WDR41,585,0.054378409,0.989359287,0.978718574,6,3,0.238774981,12.74673527,1.412126291,6,24
ENST00000478464,ENSG00000175110,MRPS22,1065,0.05973119,0.978761917,0.957523833,6,3,2.41345605,11.6044429,1.551130041,6,24
ENST00000402686,ENSG00000130714,POMT1,3038,0.029979257,0.995051619,0.990103237,6,3,2.862983681,23.12089225,0.778516668,0,24
ENST00000519520,ENSG00000168802,CHTF8,856,0.040667087,0.977170038,0.954340077,6,3,0.680219755,17.0444267,1.056063681,0,24
ENST00000328945,ENSG00000184860,SDR42E1,11566,0.163639114,0.99776046,0.996640689,0,4,0.011744173,4.235828242,5.665952118,0,24
ENST00000470940,ENSG00000067066,SP100,487,0.032420828,0.992971698,0.985943396,6,3,0.144865976,21.37968811,0.841920608,6,24
ENST00000299563,ENSG00000166439,RNF169,7823,0.084917724,0.836413318,0.754619977,0,4,0.443998779,8.162573667,2.940249115,0,24
ENST00000569363,ENSG00000197912,SPG7,443,0.040594409,0.81301209,0.719518135,0,4,0.558704318,17.07494221,1.405568447,0,24
ENST00000567138,ENSG00000197912,SPG7,1361,0.032420828,0.992971701,0.985943403,6,3,0.051836686,21.37968787,0.841920617,6,24
ENST00000526047,ENSG00000166435,XRRA1,644,0.051806967,0.983806847,0.967613695,0,3,0.153554232,13.37942021,0.896899851,0,12
ENST00000569599,ENSG00000135698,MPHOSPH6,619,0.032420828,0.992971699,0.985943397,6,3,0.113973715,21.37968791,0.841920615,6,24
ENST00000473809,ENSG00000165629,ATP5C1,530,0.060155948,0.990146784,0.980293568,6,3,0.789771151,11.52250449,1.562160381,6,24
ENST00000366769,ENSG00000143776,CDC42BPA,10855,0.043649092,0.920321968,0.840643937,6,3,0.608836379,15.87999081,1.133501915,0,24
ENST00000421276,ENSG00000093167,LRRFIP2,2522,0.050429628,0.985142708,0.970285416,6,3,0.829344544,13.74484024,1.309582337,6,24
ENST00000514463,ENSG00000070476,ZXDC,4639,0.065883129,0.993946787,0.987893574,6,3,0.140677744,10.52086002,1.710886749,6,24
ENST00000402838,ENSG00000182150,ERCC6L2,546,0.072083636,0.997905093,0.995810186,6,3,0.263879102,9.615874276,1.871904674,6,24
ENST00000602925,ENSG00000137145,DENND4C,6831,0.022472085,0.824116525,0.736174787,0,4,3.281278798,30.84480941,0.778088776,0,24
ENST00000361024,ENSG00000137145,DENND4C,3463,0.036894107,0.928563914,0.892845871,0,4,1.278735693,18.78747686,1.277446684,0,24
ENST00000380424,ENSG00000137145,DENND4C,1547,0.06487821,0.962887426,0.944331139,0,4,0.099120718,10.68382095,2.246387328,0,24
ENST00000565368,ENSG00000005194,CIAPIN1,851,0.05792498,0.876316658,0.814474988,0,4,0.286670815,11.96629117,2.005633965,0,24
ENST00000288757,ENSG00000157895,C12orf43,4469,0.01601615,0.906517205,0.859775807,0,4,1.330834538,43.2780143,0.554554094,0,24
ENST00000537817,ENSG00000157895,C12orf43,1270,0.077444483,0.940870916,0.881741832,6,3,0.359922819,8.950246095,2.011117885,6,24
ENST00000372687,ENSG00000156671,SAMD8,6935,0.084580639,0.985196184,0.977794277,0,4,0.159130322,8.195104565,2.928577642,0,24
ENST00000527257,ENSG00000150433,TMEM218,4547,0.018370321,0.883150063,0.766300127,6,3,0.612299108,37.7319038,0.477049875,6,24
ENST00000528488,ENSG00000149179,C11orf49,1623,0.170559995,0.986215663,0.979323494,0,4,0.050452504,4.063949344,5.905585421,0,24
ENST00000395460,ENSG00000149179,C11orf49,1916,0.069486812,0.935342243,0.903013364,0,4,0.730144304,9.975233564,2.405958702,0,24
ENST00000534249,ENSG00000149179,C11orf49,626,0.060600045,0.984584068,0.969168136,0,3,0.746720866,11.43806388,1.049128604,0,12
ENST00000529980,ENSG00000149179,C11orf49,477,0.085606299,0.914344822,0.828689644,0,3,0.096867918,8.096917938,1.482045402,0,12
ENST00000528618,ENSG00000179091,CYC1,831,0.034232887,0.962016182,0.924032363,6,3,0.263307197,20.24799068,0.888977098,0,24
ENST00000476481,ENSG00000119402,FBXW2,661,0.020703581,0.979073366,0.958146731,6,3,1.851303884,33.47957993,0.537641154,6,24
ENST00000378372,ENSG00000187522,HSPA14,1904,0.061989158,0.930927076,0.861854152,6,3,3.175792035,11.18174852,1.609766127,6,24
ENST00000522196,ENSG00000164944,KIAA1429,574,0.139551713,0.935163214,0.870326428,6,3,0.281837081,4.966955741,3.62395015,6,24
ENST00000421249,ENSG00000164944,KIAA1429,3924,0.16337775,0.969300177,0.938600355,6,3,0.542078341,4.242604522,4.242676852,6,24
ENST00000584515,ENSG00000169733,RFNG,994,0.056609694,0.994734915,0.992102372,0,4,0.073036055,12.24431944,1.960092606,0,24
ENST00000533084,ENSG00000160058,BSDC1,564,0.01826656,0.961742101,0.923484201,6,3,1.122417993,37.94623491,0.474355362,6,24
ENST00000527584,ENSG00000179950,PUF60,547,0.159473057,0.905122305,0.810244609,6,3,0.326712827,4.346484552,4.141277804,6,24
ENST00000260970,ENSG00000138398,PPIG,6368,0.025898076,0.915087097,0.830174194,6,3,1.959215988,26.76442745,0.672534469,6,24
ENST00000433207,ENSG00000138398,PPIG,1485,0.039818638,0.89264105,0.785282099,6,3,0.365822078,17.40760641,1.034030732,6,24
ENST00000262430,ENSG00000103150,MLYCD,13038,0.063718771,0.999914333,0.999828666,6,3,0.234451777,10.87822588,1.654681582,0,24
ENST00000373233,ENSG00000124177,CHD6,10818,0.033095155,0.998438682,0.996877364,6,3,3.460983025,20.94406794,0.859431895,6,24
ENST00000221265,ENSG00000006712,PAF1,2066,0.071074194,0.971629336,0.957444004,0,4,3.882775904,9.752445173,2.460921295,0,24
ENST00000373352,ENSG00000136856,SLC2A8,914,0.01878965,0.994043216,0.988086433,6,3,2.741535563,36.88984012,0.487939225,0,24
ENST00000415794,ENSG00000178631,ACTG1P1,1129,0.103256747,0.897940546,0.795881091,6,3,0.055915637,6.712851236,2.681423938,6,24
ENST00000581581,ENSG00000133195,SLC39A11,386,0.019454395,0.893315296,0.839972944,0,4,0.379200027,35.62933607,0.673602223,0,24
ENST00000583715,ENSG00000133195,SLC39A11,589,0.033803139,0.982158147,0.964316293,6,3,0.982902387,20.50540851,0.877817186,6,24
ENST00000579018,ENSG00000133195,SLC39A11,526,0.088470763,0.967373736,0.934747471,6,3,0.512049912,7.834759818,2.297453964,6,24
ENST00000575283,ENSG00000140750,ARHGAP17,2213,0.058890114,0.839434329,0.759151494,0,4,0.191010003,11.77017901,2.039051401,0,24
ENST00000263657,ENSG00000115946,PNO1,2286,0.032239607,0.999626171,0.999252342,6,3,10.69610574,21.49986416,0.837214592,0,24
ENST00000480583,ENSG00000177483,RBM44,5358,0.111507066,0.994804294,0.989608589,6,3,0.013668464,6.216172683,2.895672453,6,24
ENST00000375304,ENSG00000072506,HSD17B10,916,0.053219286,0.998826955,0.997653909,6,3,1.545511086,13.02436087,1.382025589,0,24
ENST00000490748,ENSG00000114473,IQCG,1804,0.092980698,0.996941097,0.993882195,6,3,0.038780542,7.454742678,2.414570264,6,24
ENST00000405159,ENSG00000133193,FAM104A,2865,0.056186136,0.94372631,0.887452619,6,3,2.059804871,12.33662315,1.459070265,6,24
ENST00000504990,ENSG00000163625,WDFY3,505,0.051705418,0.875975889,0.751951779,6,3,0.395611711,13.40569738,1.34271269,6,24
ENST00000432132,ENSG00000224546,EIF4BP3,1850,0.025001314,0.999445732,0.998891464,6,3,6.443360461,27.72443027,0.649246885,6,24
ENST00000465601,ENSG00000033100,CHPF2,782,0.086040189,0.882117171,0.823175757,0,4,0.149086067,8.056086229,2.979114091,0,24
ENST00000356764,ENSG00000077157,PPP1R12B,1687,0.041273426,0.976026296,0.952052592,0,3,0.618223769,16.79403043,1.429079225,0,24
ENST00000290913,ENSG00000159685,CHCHD6,1006,0.016757945,0.970313108,0.940626217,6,3,3.434535494,41.36230268,0.435178867,0,24
ENST00000258398,ENSG00000135912,TTLL4,4730,0.163797358,0.939772667,0.879545334,0,3,0.61148835,4.231736033,2.835715628,0,12
ENST00000514254,ENSG00000250091,DNAH10OS,5040,0.052867425,0.996685398,0.993370796,6,3,0.923008352,13.11104492,1.372888287,6,24
ENST00000551209,ENSG00000139436,GIT2,2127,0.084619166,0.972203483,0.944406967,6,3,0.80941493,8.1913733,2.197433732,6,24
ENST00000547815,ENSG00000139436,GIT2,2989,0.149063508,0.927535451,0.855070901,6,3,0.05505352,4.650012519,3.87095732,0,24
ENST00000266682,ENSG00000072041,SLC6A15,4879,0.018766337,0.97978448,0.95956896,6,3,2.690340718,36.93566777,0.487333818,0,24
ENST00000508474,ENSG00000109332,UBE2D3,4819,0.02369788,0.997272676,0.994545351,6,3,18.61599846,29.24933317,0.615398645,6,24
ENST00000263955,ENSG00000081320,STK17B,5287,0.064697184,0.991179671,0.982359342,6,3,2.387637894,10.71371481,1.680089523,0,24
ENST00000524189,ENSG00000197892,KIF13B,8745,0.042930669,0.996507984,0.993015967,6,3,1.437200536,16.1457343,1.114845547,0,24
ENST00000210313,ENSG00000095261,PSMD5,3443,0.033234454,0.998620946,0.997241893,6,3,18.82922239,20.85628309,0.863049275,6,24
ENST00000393565,ENSG00000113758,DBN1,2701,0.016672203,0.919294961,0.838589921,0,3,3.185684078,41.57502046,0.57726971,0,24
ENST00000425042,ENSG00000167861,HID1,3271,0.072745757,0.946288112,0.919432169,0,4,1.154031406,9.528351959,2.518798645,0,24
ENST00000367109,ENSG00000143479,DYRK3,2163,0.042560278,0.982783288,0.965566577,6,3,1.517923193,16.28624657,1.105227035,0,24
ENST00000471727,ENSG00000169621,APLF,1633,0.282863956,0.875334015,0.750668029,0,3,0.044846515,2.45046131,4.897037122,0,12
ENST00000264832,ENSG00000090339,ICAM1,3252,0.047038682,0.999997988,0.999995976,6,3,0.416091129,14.73568467,1.22152451,0,24
ENST00000342988,ENSG00000141646,SMAD4,8769,0.104785984,0.999138085,0.99827617,6,3,1.23154899,6.614884484,2.721135954,6,24
ENST00000586253,ENSG00000141646,SMAD4,784,0.098446148,0.898413166,0.796826332,0,3,0.144755095,7.040876628,1.704333229,0,12
ENST00000512457,ENSG00000155893,PXYLP1,569,0.034232887,0.962016182,0.924032364,6,3,0.384548824,20.24799069,0.888977098,6,24
ENST00000378242,ENSG00000152457,DCLRE1C,1933,0.062649212,0.880756569,0.821134853,0,4,0.033611389,11.0639409,2.169208984,0,24
ENST00000522819,ENSG00000164924,YWHAZ,875,0.051806967,0.983610034,0.967220068,0,3,0.056499944,13.37942021,0.896899851,0,12
ENST00000395951,ENSG00000164924,YWHAZ,964,0.107196285,0.897088378,0.794176756,6,3,0.586592404,6.466149266,2.783727882,0,24
ENST00000406979,ENSG00000144451,SPAG16,2352,0.138029793,0.958177803,0.916355607,6,3,0.0334615,5.021721498,3.58442817,6,24
ENST00000462228,ENSG00000163870,TPRA1,713,0.106681533,0.975191,0.950381999,6,3,0.094169504,6.497349275,2.770360533,0,24
ENST00000418908,ENSG00000128641,MYO1B,572,0.049709129,0.998530843,0.997061686,6,3,4.011473611,13.9440622,1.290872039,0,24
ENST00000392316,ENSG00000128641,MYO1B,4764,0.096396302,0.931037429,0.862074858,6,3,1.215149019,7.190599255,2.503268415,6,24
