transcript_id,gene_id,gene_name,length,lambda.z,r.squared,adj.r.squared,lambda.z.time.first,lambda.z.n.points,clast.pred,half.life,span.ratio,tmax,tlast
ENST00000465368,ENSG00000114021,NIT2,1469,0.050817097,0.925251137,0.850502274,6,3,5.253157013,13.64003892,1.319644328,0,24
ENST00000478856,ENSG00000114021,NIT2,1655,0.032791514,0.948754645,0.897509291,6,3,1.138464899,21.13800468,0.851546789,6,24
ENST00000562430,ENSG00000122257,RBBP6,6482,0.099270514,0.986319536,0.972639071,6,3,0.299993625,6.982407503,2.577907404,0,24
ENST00000477833,ENSG00000163947,ARHGEF3,757,0.144261396,0.989146498,0.978292996,6,3,0.088130253,4.804800179,3.746253607,0,24
ENST00000468466,ENSG00000163947,ARHGEF3,514,0.119586147,0.919118661,0.878677991,0,4,0.099829102,5.796216333,4.140632202,0,24
ENST00000519348,ENSG00000197275,RAD54B,506,0.076066938,0.95340265,0.9068053,0,3,0.11804201,9.112331817,2.633793466,0,24
ENST00000523192,ENSG00000197275,RAD54B,630,0.118305919,0.971592542,0.943185084,6,3,0.215452079,5.858939169,3.072228518,6,24
ENST00000297592,ENSG00000197275,RAD54B,1879,0.044543496,0.913059291,0.869588937,0,4,1.563015319,15.56113113,1.542304335,0,24
ENST00000532529,ENSG00000110318,CEP126,4533,0.060970821,0.885912867,0.828869301,0,4,1.110670849,11.36850659,2.111095227,0,24
ENST00000400334,ENSG00000197563,PIGN,4456,0.057991233,0.851173617,0.702347233,0,3,2.429859293,11.95262016,1.003963971,0,12
ENST00000585458,ENSG00000197563,PIGN,538,0.046784031,0.999711239,0.999422478,0,3,0.350160788,14.8158927,0.809941071,0,12
ENST00000475113,ENSG00000120370,GORAB,468,0.040206984,0.880717308,0.761434616,6,3,0.142397365,17.23947209,1.044115499,0,24
ENST00000601496,ENSG00000105552,BCAT2,589,0.027645362,0.952832453,0.905664905,6,3,0.736196379,25.07281972,0.717908883,6,24
ENST00000596981,ENSG00000105552,BCAT2,569,0.033618,0.839016694,0.75852504,0,4,17.71076479,20.61833453,1.164012542,0,24
ENST00000243167,ENSG00000117480,FAAH,2094,0.032687958,0.931751659,0.863503318,6,3,0.556812086,21.20497013,0.848857597,6,24
ENST00000411696,ENSG00000115568,ZNF142,5926,0.090710481,0.973470529,0.946941058,6,3,0.40553011,7.641313073,2.355616087,6,24
ENST00000261643,ENSG00000006695,COX10,2873,0.033976302,0.946437966,0.919656949,0,4,1.662726219,20.40090129,1.176418613,0,24
ENST00000532254,ENSG00000198156,NPIPB6,2016,0.013981505,0.999985825,0.999971651,6,3,2.008454744,49.5760078,0.363078852,0,24
ENST00000568979,ENSG00000205336,ADGRG1,551,0.035665456,0.851413257,0.777119886,0,4,0.219680215,19.43469299,1.234905023,0,24
ENST00000569158,ENSG00000205336,ADGRG1,523,0.059514847,0.998955816,0.997911632,6,3,0.120251422,11.64662635,1.545511933,0,24
ENST00000374338,ENSG00000157978,LDLRAP1,2940,0.053200154,0.953054676,0.906109353,6,3,0.268583975,13.02904469,1.381528764,0,24
ENST00000488127,ENSG00000157978,LDLRAP1,4670,0.053751933,0.93433086,0.868661719,6,3,0.384363311,12.8952978,1.395857644,6,24
ENST00000443791,ENSG00000074582,BCS1L,580,0.028756741,0.999993163,0.999986326,0,3,0.76391968,24.10381564,0.995692979,0,24
ENST00000469026,ENSG00000213152,RPL7AP60,794,0.038314118,0.984721046,0.969442091,6,3,0.810190189,18.0911688,0.994960591,0,24
ENST00000326047,ENSG00000163808,KIF15,4842,0.027318274,0.991935621,0.983871242,6,3,2.980228934,25.37302263,0.709414888,6,24
ENST00000481880,ENSG00000146776,ATXN7L1,870,0.024291404,0.999338497,0.998676994,6,3,0.870948465,28.53466946,0.630811583,0,24
ENST00000464874,ENSG00000146776,ATXN7L1,410,0.029698279,0.988562676,0.977125352,6,3,2.808993624,23.33964132,0.771220078,0,24
ENST00000463975,ENSG00000114978,MOB1A,1799,0.031660276,0.813080044,0.719620066,0,4,1.350727063,21.89327686,1.096226945,0,24
ENST00000547085,ENSG00000173064,HECTD4,1868,0.082976785,0.867027715,0.800541572,0,4,0.588917466,8.353507327,2.873044706,0,24
ENST00000548896,ENSG00000173064,HECTD4,543,0.013941681,0.856057055,0.712114109,6,3,0.832076854,49.7176191,0.36204469,0,24
ENST00000552437,ENSG00000173064,HECTD4,458,0.115829386,0.92684308,0.853686159,6,3,0.46400972,5.98420834,3.007916666,6,24
ENST00000547519,ENSG00000173064,HECTD4,1655,0.037493805,0.906025974,0.812051948,6,3,2.033253143,18.48697888,0.973658277,0,24
ENST00000586137,ENSG00000161542,PRPSAP1,473,0.098942196,0.979932827,0.96989924,0,4,0.590925304,7.005577082,3.425841971,0,24
ENST00000366783,ENSG00000143801,PSEN2,2306,0.036820013,0.993515824,0.987031647,6,3,0.054315417,18.82528319,0.956160915,6,24
ENST00000565745,ENSG00000132600,PRMT7,440,0.059514846,0.998955816,0.997911631,6,3,0.142935214,11.64662638,1.545511929,6,24
ENST00000449359,ENSG00000132600,PRMT7,2091,0.017724256,0.890840985,0.78168197,0,3,0.501111816,39.1072653,0.306848354,0,12
ENST00000566430,ENSG00000132600,PRMT7,382,0.088704657,0.999431504,0.998863007,6,3,0.333715914,7.814101325,2.303527847,0,24
ENST00000565761,ENSG00000132600,PRMT7,687,0.084848596,0.818015752,0.727023628,0,4,0.274955284,8.169223902,2.937855577,0,24
ENST00000563443,ENSG00000132600,PRMT7,540,0.047527447,0.892445797,0.838668695,0,4,0.606721199,14.58414514,1.645622679,0,24
ENST00000520014,ENSG00000155099,TMEM55A,838,0.272403003,0.9997943,0.999588599,0,3,0.074159955,2.544565119,4.715933544,0,12
ENST00000264381,ENSG00000114200,BCHE,2454,0.018160953,0.986820613,0.973641225,6,3,5.714247284,38.16689366,0.471612916,6,24
ENST00000612642,ENSG00000123505,AMD1,4745,0.085861585,0.882032608,0.823048913,0,4,0.86103986,8.072844011,2.972929982,0,24
ENST00000619590,ENSG00000123505,AMD1,4329,0.099489131,0.879144176,0.818716264,0,4,0.384067998,6.967064345,3.444779438,0,24
ENST00000579390,ENSG00000184205,TSPYL2,869,0.085907191,0.995947513,0.991895025,0,3,0.369305642,8.068558317,1.487254542,0,12
ENST00000489121,ENSG00000240668,KRT8P36,1440,0.030466407,0.993125618,0.986251236,6,3,0.354624203,22.7511953,0.791167223,0,24
ENST00000483945,ENSG00000154174,TOMM70A,905,0.067992175,0.915350346,0.873025519,0,4,0.704859275,10.19451397,2.354207377,0,24
ENST00000293422,ENSG00000092841,MYL6,664,0.028837327,0.941549985,0.883099969,6,3,5.666613605,24.03645734,0.748862436,6,24
ENST00000551589,ENSG00000092841,MYL6,1438,0.017365617,0.976187459,0.952374917,6,3,9.194870985,39.91491914,0.4509592,0,24
ENST00000548400,ENSG00000092841,MYL6,573,0.065509364,0.98850448,0.977008959,6,3,0.538848505,10.58088706,1.701180619,6,24
ENST00000551954,ENSG00000092841,MYL6,1193,0.02398692,0.964284632,0.946426948,0,4,5.777288723,28.89688149,0.830539448,0,24
ENST00000607772,ENSG00000153721,CNKSR3,21063,0.048173164,0.987383412,0.974766824,6,3,0.347875059,14.38865795,1.250985329,6,24
ENST00000479339,ENSG00000153721,CNKSR3,2023,0.082613636,0.992067059,0.984134118,6,3,0.160460277,8.390227215,2.145353104,0,24
ENST00000569044,ENSG00000166747,AP1G1,355,0.014608554,0.85803207,0.716064139,6,3,1.819444827,47.44803359,0.379362402,0,24
ENST00000565642,ENSG00000166747,AP1G1,2794,0.038064292,0.991384977,0.982769955,6,3,0.068793439,18.20990618,0.988472968,0,24
ENST00000565009,ENSG00000166747,AP1G1,2494,0.041388072,0.948434353,0.896868706,6,3,0.220843027,16.7475106,1.074786601,0,24
ENST00000548884,ENSG00000012504,NR1H4,2884,0.107078803,0.912485265,0.824970529,6,3,0.098442215,6.473243641,2.780677045,6,24
ENST00000521057,ENSG00000153317,ASAP1,720,0.044678731,0.901551576,0.803103151,6,3,0.417546641,15.51403034,1.160240093,0,24
ENST00000524018,ENSG00000153317,ASAP1,401,0.092095062,0.955370548,0.910741096,6,3,0.169156284,7.526431516,2.391571618,0,24
ENST00000520342,ENSG00000153317,ASAP1,566,0.033064258,0.829605864,0.744408796,0,4,6.609529116,20.96363924,1.144839392,0,24
ENST00000518957,ENSG00000153317,ASAP1,446,0.105080103,0.848899225,0.773348837,0,4,0.631445339,6.596369446,3.638365042,0,24
ENST00000521426,ENSG00000153317,ASAP1,566,0.032465958,0.937248377,0.874496754,6,3,2.071813512,21.34996872,0.84309257,0,24
ENST00000614302,ENSG00000176715,ACSF3,3751,0.031691318,0.912759959,0.825519919,6,3,1.842655708,21.87183185,0.822976334,6,24
ENST00000601997,ENSG00000083807,SLC27A5,575,0.015838538,0.999989226,0.999978451,6,3,1.540446093,43.76333136,0.41130324,6,24
ENST00000338969,ENSG00000100505,TRIM9,3312,0.098872727,0.999439138,0.998878276,6,3,0.096312519,7.010499262,2.567577476,0,24
ENST00000635359,ENSG00000169118,CSNK1G1,333,0.117133345,0.985255187,0.970510374,6,3,0.199802113,5.917590574,3.041778537,0,24
ENST00000635414,ENSG00000169118,CSNK1G1,600,0.047445897,0.9382027,0.876405401,6,3,0.202202671,14.6092124,1.232099274,0,24
ENST00000635324,ENSG00000169118,CSNK1G1,799,0.029430245,0.990713826,0.981427651,6,3,0.627312723,23.55220532,0.764259642,0,24
ENST00000606225,ENSG00000169118,CSNK1G1,1950,0.083839876,0.93006426,0.86012852,6,3,0.029982278,8.267512034,2.17719671,0,24
ENST00000471774,ENSG00000137133,HINT2,443,0.052050721,0.988110873,0.976221745,0,3,0.411957298,13.31676426,1.802239608,0,24
ENST00000297313,ENSG00000147509,RGS20,2104,0.192338565,0.983372911,0.966745822,0,3,0.035784367,3.603786797,6.659661448,0,24
ENST00000523064,ENSG00000147509,RGS20,610,0.062402514,0.926910051,0.853820102,6,3,0.585715042,11.10768045,1.620500345,0,24
ENST00000428963,ENSG00000166451,CENPN,971,0.043709645,0.931823723,0.863647446,6,3,3.59828501,15.85799145,1.135074392,6,24
ENST00000520628,ENSG00000123908,AGO2,350,0.040238151,0.88053777,0.76107554,6,3,0.951653184,17.22611917,1.044924851,0,24
ENST00000520412,ENSG00000123908,AGO2,614,0.040245944,0.880492924,0.760985848,6,3,0.216967952,17.22278339,1.045127236,0,24
ENST00000409690,ENSG00000174007,CEP19,2201,0.036121189,0.93020638,0.860412759,6,3,0.267771273,19.18948966,0.938013481,6,24
ENST00000515333,ENSG00000013375,PGM3,575,0.043587804,0.894339601,0.841509401,0,4,2.359405522,15.9023193,1.509213817,0,24
ENST00000507404,ENSG00000013375,PGM3,225,0.0809954,0.85694251,0.785413765,0,4,0.29955767,8.557858567,2.804439897,0,24
ENST00000509219,ENSG00000013375,PGM3,753,0.229837507,0.898551083,0.797102166,0,3,0.109315376,3.015814036,3.979025184,0,12
ENST00000513973,ENSG00000013375,PGM3,6107,0.031198951,0.997431662,0.994863324,6,3,0.802223968,22.21700303,0.810190284,6,24
ENST00000578010,ENSG00000154845,PPP4R1,558,0.10811755,0.996900009,0.993800018,6,3,0.115857159,6.41105149,2.80765176,0,24
ENST00000582933,ENSG00000154845,PPP4R1,579,0.162264121,0.970096995,0.940193991,0,3,0.098572021,4.271721783,2.809171713,0,12
ENST00000583092,ENSG00000154845,PPP4R1,554,0.036238446,0.973357628,0.946715255,6,3,0.783128536,19.12739779,0.941058486,0,24
ENST00000577779,ENSG00000154845,PPP4R1,481,0.136445742,0.999691816,0.999383631,6,3,0.130538144,5.080020588,3.543292727,0,24
ENST00000580283,ENSG00000154845,PPP4R1,378,0.075910111,0.99999958,0.999999161,6,3,0.334841806,9.13115757,1.971272521,0,24
ENST00000491706,ENSG00000143995,MEIS1,1900,0.092222232,0.987444907,0.981167361,0,4,0.177668295,7.516053004,3.193165347,0,24
ENST00000488550,ENSG00000143995,MEIS1,5111,0.199967541,0.994728189,0.989456378,0,3,0.023542398,3.466298469,6.923812308,0,24
ENST00000409517,ENSG00000143995,MEIS1,1733,0.039463381,0.9970347,0.9940694,0,3,0.072480492,17.56431319,1.366406972,0,24
ENST00000285420,ENSG00000155100,OTUD6B,3298,0.020134443,0.868727399,0.803091099,0,4,0.351637816,34.42594277,0.697148664,0,24
ENST00000524027,ENSG00000155100,OTUD6B,1330,0.141359789,0.943685234,0.915527851,0,4,0.350662412,4.903425401,4.894537601,0,24
ENST00000404789,ENSG00000155100,OTUD6B,1089,0.05195242,0.93004014,0.86008028,6,3,1.437991703,13.34196149,1.349126964,6,24
ENST00000421265,ENSG00000163964,PIGX,677,0.038394911,0.924050264,0.886075397,0,4,0.397950128,18.05310038,1.329411541,0,24
ENST00000490035,ENSG00000185565,LSAMP,9446,0.058514746,0.984746053,0.969492105,6,3,0.078387637,11.84568388,1.519540804,6,24
ENST00000453316,ENSG00000071462,WBSCR22,452,0.031713481,0.924677292,0.849354583,6,3,1.73352727,21.8565468,0.823551871,6,24
ENST00000436944,ENSG00000071462,WBSCR22,2496,0.081037876,0.972482128,0.944964256,6,3,0.120919536,8.553373048,2.104432941,0,24
ENST00000478670,ENSG00000071462,WBSCR22,572,0.030509114,0.978770324,0.968155486,0,4,0.570537405,22.71934835,1.056368327,0,24
ENST00000421304,ENSG00000071462,WBSCR22,538,0.068940919,0.966715591,0.933431181,0,3,0.128586351,10.05422025,2.387057315,0,24
ENST00000368279,ENSG00000160783,PMF1,1019,0.129330348,0.916659166,0.833318332,6,3,0.497572374,5.35950914,3.358516523,6,24
ENST00000599996,ENSG00000269547,CTC-360G5.8,1967,0.104464663,0.997820869,0.995641738,0,3,0.032571056,6.635231118,1.80852781,0,12
ENST00000549757,ENSG00000139613,SMARCC2,1062,0.033254872,0.99812847,0.996256941,6,3,12.93442464,20.84347755,0.863579504,6,24
ENST00000497627,ENSG00000164050,PLXNB1,317,0.047950189,0.92541985,0.888129775,0,4,0.200683449,14.45556719,1.660260001,0,24
ENST00000473683,ENSG00000164050,PLXNB1,284,0.080921474,0.972365517,0.944731035,0,3,0.202825018,8.565676606,2.801880237,0,24
ENST00000468626,ENSG00000143669,LYST,1140,0.132625043,0.861736642,0.792604962,0,4,0.177683007,5.226367248,4.592099801,0,24
ENST00000487530,ENSG00000143669,LYST,542,0.035407135,0.922555242,0.845110483,6,3,0.338066655,19.57648339,0.919470552,0,24
ENST00000461526,ENSG00000143669,LYST,866,0.313330855,0.992366115,0.98473223,0,3,0.132193188,2.212189352,5.424490443,0,12
ENST00000462376,ENSG00000143669,LYST,547,0.040206984,0.880717307,0.761434614,6,3,0.121831749,17.23947197,1.044115506,0,24
ENST00000473037,ENSG00000143669,LYST,8293,0.060179883,0.992090373,0.984180746,6,3,0.846321675,11.51792164,1.562781946,0,24
ENST00000620195,ENSG00000170100,ZNF778,11031,0.029133928,0.956756832,0.913513665,6,3,1.049079639,23.79175186,0.756564717,0,24
ENST00000463245,ENSG00000119231,SENP5,765,0.018137206,0.975300195,0.950600389,6,3,0.835426768,38.21686555,0.470996241,0,24
ENST00000286067,ENSG00000155640,C10orf12,4929,0.049041689,0.974215777,0.948431554,6,3,2.797300706,14.13383596,1.273539614,0,24
ENST00000572733,ENSG00000141564,RPTOR,424,0.065346185,0.93692877,0.905393155,0,4,0.160829829,10.60730913,2.262590795,0,24
ENST00000588308,ENSG00000125746,EML2,2062,0.076618228,0.924887418,0.887331127,0,4,0.332174327,9.04676599,2.652881707,0,24
ENST00000562713,ENSG00000103121,CMC2,573,0.056127875,0.890364314,0.780728628,6,3,0.206287024,12.34942843,1.457557336,6,24
ENST00000568228,ENSG00000103121,CMC2,825,0.110489215,0.864970624,0.729941249,0,3,0.131864319,6.273437437,3.825653837,0,24
ENST00000486645,ENSG00000103121,CMC2,766,0.038064292,0.991384978,0.982769956,6,3,0.250925416,18.20990596,0.988472979,0,24
ENST00000561614,ENSG00000103121,CMC2,683,0.078043248,0.979446041,0.958892082,6,3,0.09639945,8.881577809,2.026666926,0,24
ENST00000563779,ENSG00000103121,CMC2,2087,0.133125457,0.991161619,0.982323237,6,3,0.348364466,5.206721528,3.457069848,0,24
ENST00000395154,ENSG00000106089,STX1A,1022,0.05249277,0.885164054,0.827746081,0,4,0.905091106,13.20462195,1.817545408,0,24
ENST00000489060,ENSG00000181458,TMEM45A,4615,0.1511446,0.979177093,0.958354186,0,3,0.050570274,4.585987073,2.616666774,0,12
ENST00000411704,ENSG00000114503,NCBP2,564,0.018922793,0.998887546,0.997775092,6,3,1.791227447,36.63027921,0.491396746,6,24
ENST00000422610,ENSG00000114503,NCBP2,676,0.094317794,0.880411497,0.820617246,0,4,0.94432384,7.349060569,3.265723527,0,24
ENST00000447325,ENSG00000114503,NCBP2,2216,0.074887044,0.874718131,0.749436262,6,3,0.077665459,9.255902506,1.944705013,6,24
ENST00000445632,ENSG00000149201,CCDC81,2528,0.135507968,0.840327893,0.76049184,0,4,0.032432408,5.115176543,4.691920171,0,24
ENST00000581227,ENSG00000169683,LRRC45,1145,0.017924084,0.998817147,0.997634294,6,3,0.937471785,38.67127418,0.465461777,6,24
ENST00000515176,ENSG00000198677,TTC37,508,0.052130759,0.999745549,0.999491097,6,3,1.249151107,13.29631866,1.353758169,0,24
ENST00000507805,ENSG00000198677,TTC37,1321,0.086838403,0.888217848,0.832326772,0,4,0.616561137,7.982035101,3.006752,0,24
ENST00000506007,ENSG00000198677,TTC37,884,0.156456118,0.946571702,0.893143404,6,3,0.081462102,4.430297717,4.062932369,0,24
ENST00000580090,ENSG00000169689,STRA13,752,0.070065181,0.994482316,0.988964632,6,3,0.495803193,9.892890702,1.819488413,6,24
ENST00000471885,ENSG00000114209,PDCD10,764,0.064557985,0.990717221,0.981434442,6,3,0.243187069,10.73681556,1.676474733,6,24
ENST00000487678,ENSG00000114209,PDCD10,416,0.025366333,0.994060148,0.988120296,6,3,0.765783427,27.32547793,0.658725898,0,24
ENST00000392750,ENSG00000114209,PDCD10,2067,0.086725237,0.801287238,0.701930857,0,4,0.455411836,7.992450711,3.002833657,0,24
ENST00000473645,ENSG00000114209,PDCD10,1360,0.0617794,0.954675213,0.909350426,6,3,0.177622102,11.21971365,1.604319019,0,24
ENST00000243457,ENSG00000123700,KCNJ2,5392,0.019267801,0.986501971,0.973003941,6,3,0.256172866,35.97437906,0.5003561,6,24
ENST00000490133,ENSG00000068784,SRBD1,2419,0.125716463,0.866991178,0.800486767,0,4,0.059911036,5.513575272,4.352892419,0,24
ENST00000263736,ENSG00000068784,SRBD1,3681,0.048490701,0.966091873,0.932183746,6,3,4.097839871,14.2944351,1.259231293,0,24
ENST00000573881,ENSG00000170310,STX8,293,0.162264121,0.970096996,0.940193992,0,3,0.194789078,4.271721776,2.809171718,0,12
ENST00000574775,ENSG00000170310,STX8,802,0.059733036,0.859603847,0.719207694,6,3,0.6862159,11.60408429,1.551177978,0,24
ENST00000525956,ENSG00000143379,SETDB1,587,0.092095063,0.955370548,0.910741096,6,3,0.115556507,7.526431485,2.391571628,0,24
ENST00000498193,ENSG00000143379,SETDB1,3854,0.117604428,0.863860425,0.795790637,0,4,0.113251121,5.893886746,4.072015808,0,24
ENST00000497314,ENSG00000143379,SETDB1,2321,0.032938417,0.958413455,0.937620183,0,4,2.711229076,21.04373109,1.140482165,0,24
ENST00000528749,ENSG00000143379,SETDB1,527,0.065308052,0.939881607,0.879763214,6,3,0.453552823,10.61350254,1.695952861,0,24
ENST00000538854,ENSG00000111186,WNT5B,510,0.089333001,0.998108616,0.996217232,0,3,0.365447825,7.759139103,1.546563329,0,12
ENST00000537031,ENSG00000111186,WNT5B,1437,0.208882832,0.934272034,0.868544069,0,3,0.036181199,3.318353999,3.616250709,0,12
ENST00000580295,ENSG00000108592,FTSJ3,594,0.047989272,0.925354273,0.88803141,0,4,0.214091886,14.4437945,1.661613227,0,24
ENST00000454101,ENSG00000242610,OR5BH1P,919,0.153748553,0.947026601,0.920539902,0,4,0.065067512,4.508316781,5.323494591,0,24
ENST00000415818,ENSG00000185903,OR11N1P,853,0.202756875,0.968845978,0.937691955,0,3,0.167425374,3.418612474,3.510196049,0,12
ENST00000422384,ENSG00000228450,RP1-154J13.3,608,0.268640982,0.899353268,0.798706536,0,3,0.227583511,2.580198949,4.650804158,0,12
ENST00000574496,ENSG00000167363,FN3K,594,0.086910038,0.875951929,0.813927893,0,4,0.180401985,7.975455954,3.009232342,0,24
ENST00000505314,ENSG00000174780,SRP72,1071,0.086608625,0.941304849,0.882609698,6,3,0.382054976,8.003211891,2.249097018,0,24
ENST00000507126,ENSG00000174780,SRP72,2181,0.068892218,0.915763119,0.873644679,0,4,1.128455752,10.06132765,2.38537108,0,24
ENST00000342422,ENSG00000101084,C20orf24,896,0.035305664,0.994664585,0.989329171,6,3,1.567674413,19.63274734,0.916835514,6,24
ENST00000481646,ENSG00000114098,ARMC8,3043,0.023407916,0.994342157,0.988684315,6,3,0.69042969,29.61165686,0.607868722,6,24
ENST00000471453,ENSG00000114098,ARMC8,2910,0.062880769,0.966028564,0.932057129,6,3,0.563620819,11.0231983,1.632919912,0,24
ENST00000466762,ENSG00000114098,ARMC8,3906,0.048945196,0.945928307,0.91889246,0,4,1.405348039,14.1616999,1.694711805,0,24
ENST00000464181,ENSG00000114098,ARMC8,612,0.032696402,0.944821312,0.889642624,6,3,0.905440709,21.19949382,0.849076876,0,24
ENST00000461715,ENSG00000157600,TMEM164,711,0.200576826,0.940229807,0.880459614,0,3,0.222994703,3.455769013,3.472454309,0,12
ENST00000173898,ENSG00000067445,TRO,4647,0.046842004,0.999874382,0.999748765,6,3,0.108731385,14.79755597,1.216417092,0,24
ENST00000542113,ENSG00000186416,NKRF,3351,0.03744516,0.943572506,0.887145013,6,3,0.643230662,18.51099538,0.972395035,6,24
ENST00000405995,ENSG00000130723,PRRC2B,9157,0.018027123,0.927280832,0.854561664,6,3,2.580833178,38.45023898,0.468137533,6,24
ENST00000489593,ENSG00000130723,PRRC2B,797,0.030029314,0.990955159,0.981910318,6,3,1.02191869,23.0823517,0.779816556,0,24
ENST00000320547,ENSG00000130723,PRRC2B,4950,0.040889857,0.895846552,0.791693103,6,3,0.207067076,16.95156757,1.0618487,6,24
ENST00000509970,ENSG00000163319,MRPS18C,855,0.096430444,0.845313503,0.767970255,0,4,0.164071513,7.18805338,3.338873368,0,24
ENST00000505525,ENSG00000163319,MRPS18C,442,0.067422189,0.984505906,0.976758859,0,4,0.448597484,10.28069825,2.334471785,0,24
ENST00000512375,ENSG00000163319,MRPS18C,2482,0.029265755,0.93494361,0.86988722,6,3,2.80188484,23.6845824,0.759988067,0,24
ENST00000485677,ENSG00000163050,ADCK3,449,0.032362432,0.808803132,0.713204699,0,4,1.258349301,21.41826605,1.120538887,0,24
ENST00000461646,ENSG00000082458,DLG3,794,0.046784031,0.999711239,0.999422478,0,3,0.237262599,14.81589275,0.809941068,0,12
ENST00000532110,ENSG00000079277,MKNK1,494,0.048638106,0.945111797,0.890223594,0,3,0.123062518,14.2511136,1.68407892,0,24
ENST00000371946,ENSG00000079277,MKNK1,2719,0.039497575,0.87501497,0.750029941,6,3,0.353600527,17.54910709,1.025693211,6,24
ENST00000541689,ENSG00000184949,FAM227A,1259,0.078861669,0.947222238,0.894444476,6,3,0.094238082,8.789405387,2.047920105,0,24
ENST00000535113,ENSG00000184949,FAM227A,10322,0.036210005,0.913750095,0.870625142,0,4,2.230665568,19.1424214,1.253759882,0,24
ENST00000504777,ENSG00000163322,FAM175A,1898,0.123390417,0.829590045,0.744385068,0,4,0.141492767,5.617512282,4.27235381,0,24
ENST00000476559,ENSG00000156313,RPGR,1047,0.042314405,0.990320049,0.980640097,6,3,0.797146036,16.38087984,1.098842075,0,24
ENST00000494707,ENSG00000156313,RPGR,426,0.097524544,0.990830327,0.986245491,0,4,0.45509914,7.107412649,3.376756238,0,24
ENST00000494841,ENSG00000156313,RPGR,653,0.062022941,0.812691473,0.719037209,0,4,0.21686208,11.17565806,2.147524546,0,24
ENST00000366933,ENSG00000162814,SPATA17,5818,0.083009997,0.897791399,0.846687098,0,4,0.052089981,8.350165148,2.874194651,0,24
ENST00000529230,ENSG00000175216,CKAP5,7121,0.083714153,0.99637529,0.992750579,6,3,2.052733609,8.279928241,2.173931884,0,24
ENST00000354558,ENSG00000175216,CKAP5,6428,0.037549604,0.966788917,0.933577834,6,3,20.93937594,18.45950692,0.975107303,6,24
ENST00000525248,ENSG00000175216,CKAP5,698,0.146647431,0.913293451,0.869940177,0,4,0.08624543,4.726623397,5.07762053,0,24
ENST00000312055,ENSG00000175216,CKAP5,6532,0.147508411,0.991571283,0.983142566,6,3,1.401351015,4.699034969,3.83057375,6,24
